intent_id,beneficiary_id,fps_id,cycle,rice_quantity_kg,wheat_quantity_kg,total_quantity_kg,collection_mode,submitted_at,status
INT-0007358,BEN-007020,FPS-0073,2026-02,16,14,30,AUTHORIZED_PERSON,2026-02-08T17:54:00,SUBMITTED
INT-0007359,BEN-005572,FPS-0371,2026-02,10,6,16,SELF,2026-02-13T11:59:00,SUBMITTED
INT-0007360,BEN-003605,FPS-0287,2026-02,7,5,12,SELF,2026-02-15T14:12:00,SUBMITTED
INT-0007361,BEN-006507,FPS-0433,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-17T13:34:00,SUBMITTED
INT-0007362,BEN-003744,FPS-0152,2026-02,6,4,10,SELF,2026-02-11T10:45:00,SUBMITTED
INT-0007363,BEN-008585,FPS-0429,2026-02,13,7,20,SELF,2026-02-13T12:37:00,SUBMITTED
INT-0007364,BEN-001416,FPS-0420,2026-02,5,3,8,SELF,2026-02-15T16:13:00,SUBMITTED
INT-0007365,BEN-001122,FPS-0484,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-18T15:07:00,SUBMITTED
INT-0007366,BEN-007334,FPS-0284,2026-02,16,10,26,AUTHORIZED_PERSON,2026-02-13T15:39:00,SUBMITTED
INT-0007367,BEN-008136,FPS-0387,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-15T10:53:00,SUBMITTED
INT-0007368,BEN-005641,FPS-0153,2026-02,15,10,25,SELF,2026-02-20T13:58:00,SUBMITTED
INT-0007369,BEN-000094,FPS-0549,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-06T19:53:00,SUBMITTED
INT-0007370,BEN-007845,FPS-0179,2026-02,9,6,15,SELF,2026-02-09T15:48:00,SUBMITTED
INT-0007371,BEN-005716,FPS-0358,2026-02,16,9,25,SELF,2026-02-12T15:30:00,SUBMITTED
INT-0007372,BEN-007777,FPS-0156,2026-02,11,7,18,SELF,2026-02-09T14:18:00,SUBMITTED
INT-0007373,BEN-003712,FPS-0292,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-12T09:38:00,SUBMITTED
INT-0007374,BEN-006857,FPS-0262,2026-02,14,8,22,SELF,2026-02-20T18:20:00,SUBMITTED
INT-0007375,BEN-006557,FPS-0487,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-14T15:37:00,SUBMITTED
INT-0007376,BEN-000906,FPS-0480,2026-02,11,8,19,SELF,2026-02-11T14:07:00,SUBMITTED
INT-0007377,BEN-005372,FPS-0281,2026-02,8,6,14,SELF,2026-02-18T17:59:00,SUBMITTED
INT-0007378,BEN-000176,FPS-0214,2026-02,9,6,15,SELF,2026-02-20T19:11:00,SUBMITTED
INT-0007379,BEN-008272,FPS-0028,2026-02,16,12,28,SELF,2026-02-06T09:53:00,SUBMITTED
INT-0007380,BEN-008502,FPS-0513,2026-02,5,4,9,SELF,2026-02-19T19:26:00,SUBMITTED
INT-0007381,BEN-002234,FPS-0505,2026-02,8,5,13,AUTHORIZED_PERSON,2026-02-20T17:13:00,SUBMITTED
INT-0007382,BEN-004609,FPS-0465,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-05T15:05:00,SUBMITTED
INT-0007383,BEN-003711,FPS-0272,2026-02,11,6,17,AUTHORIZED_PERSON,2026-02-17T18:39:00,SUBMITTED
INT-0007384,BEN-005691,FPS-0156,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-19T11:23:00,SUBMITTED
INT-0007385,BEN-002321,FPS-0543,2026-02,21,13,34,AUTHORIZED_PERSON,2026-02-05T14:47:00,SUBMITTED
INT-0007386,BEN-002736,FPS-0408,2026-02,5,3,8,SELF,2026-02-06T08:08:00,SUBMITTED
INT-0007387,BEN-001609,FPS-0290,2026-02,7,5,12,SELF,2026-02-10T19:33:00,SUBMITTED
INT-0007388,BEN-008719,FPS-0043,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-10T13:47:00,SUBMITTED
INT-0007389,BEN-000870,FPS-0528,2026-02,16,11,27,AUTHORIZED_PERSON,2026-02-08T18:05:00,SUBMITTED
INT-0007390,BEN-004750,FPS-0497,2026-02,9,5,14,SELF,2026-02-17T17:45:00,SUBMITTED
INT-0007391,BEN-005822,FPS-0339,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-11T12:37:00,SUBMITTED
INT-0007392,BEN-002047,FPS-0575,2026-02,11,6,17,AUTHORIZED_PERSON,2026-02-07T13:38:00,SUBMITTED
INT-0007393,BEN-006370,FPS-0043,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-15T19:07:00,SUBMITTED
INT-0007394,BEN-002629,FPS-0189,2026-02,3,2,5,AUTHORIZED_PERSON,2026-02-18T14:45:00,SUBMITTED
INT-0007395,BEN-008222,FPS-0138,2026-02,2,2,4,SELF,2026-02-12T19:13:00,SUBMITTED
INT-0007396,BEN-000621,FPS-0456,2026-02,12,8,20,SELF,2026-02-14T10:30:00,SUBMITTED
INT-0007397,BEN-005787,FPS-0370,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-18T08:01:00,SUBMITTED
INT-0007398,BEN-007171,FPS-0359,2026-02,6,4,10,SELF,2026-02-07T15:07:00,SUBMITTED
INT-0007399,BEN-006005,FPS-0385,2026-02,21,14,35,SELF,2026-02-10T18:17:00,SUBMITTED
INT-0007400,BEN-007699,FPS-0544,2026-02,19,11,30,SELF,2026-02-13T14:55:00,SUBMITTED
INT-0007401,BEN-006241,FPS-0559,2026-02,15,8,23,SELF,2026-02-14T17:51:00,SUBMITTED
INT-0007402,BEN-003067,FPS-0085,2026-02,3,2,5,SELF,2026-02-09T14:56:00,SUBMITTED
INT-0007403,BEN-008864,FPS-0464,2026-02,11,9,20,SELF,2026-02-11T16:09:00,SUBMITTED
INT-0007404,BEN-005336,FPS-0526,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-06T10:17:00,SUBMITTED
INT-0007405,BEN-002023,FPS-0427,2026-02,16,11,27,AUTHORIZED_PERSON,2026-02-10T15:04:00,SUBMITTED
INT-0007406,BEN-002225,FPS-0292,2026-02,15,9,24,SELF,2026-02-16T14:23:00,SUBMITTED
INT-0007407,BEN-000792,FPS-0508,2026-02,15,12,27,SELF,2026-02-11T12:32:00,SUBMITTED
INT-0007408,BEN-002083,FPS-0091,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-11T15:09:00,SUBMITTED
INT-0007409,BEN-000243,FPS-0563,2026-02,7,4,11,SELF,2026-02-13T15:39:00,SUBMITTED
INT-0007410,BEN-002899,FPS-0391,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-05T15:01:00,SUBMITTED
INT-0007411,BEN-008709,FPS-0037,2026-02,4,3,7,SELF,2026-02-08T18:02:00,SUBMITTED
INT-0007412,BEN-007582,FPS-0598,2026-02,14,8,22,SELF,2026-02-16T10:29:00,SUBMITTED
INT-0007413,BEN-006529,FPS-0207,2026-02,12,9,21,SELF,2026-02-08T10:00:00,SUBMITTED
INT-0007414,BEN-005332,FPS-0543,2026-02,13,8,21,SELF,2026-02-08T17:52:00,SUBMITTED
INT-0007415,BEN-000404,FPS-0124,2026-02,22,13,35,SELF,2026-02-16T19:50:00,SUBMITTED
INT-0007416,BEN-001114,FPS-0214,2026-02,10,9,19,SELF,2026-02-11T16:44:00,SUBMITTED
INT-0007417,BEN-008102,FPS-0050,2026-02,9,5,14,AUTHORIZED_PERSON,2026-02-12T17:54:00,SUBMITTED
INT-0007418,BEN-007880,FPS-0138,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-14T11:11:00,SUBMITTED
INT-0007419,BEN-009697,FPS-0482,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-05T12:01:00,SUBMITTED
INT-0007420,BEN-001226,FPS-0327,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-19T14:27:00,SUBMITTED
INT-0007421,BEN-006127,FPS-0079,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-09T12:27:00,SUBMITTED
INT-0007422,BEN-009825,FPS-0051,2026-02,5,3,8,SELF,2026-02-19T09:43:00,SUBMITTED
INT-0007423,BEN-002393,FPS-0470,2026-02,20,15,35,AUTHORIZED_PERSON,2026-02-19T12:57:00,SUBMITTED
INT-0007424,BEN-008367,FPS-0573,2026-02,17,12,29,SELF,2026-02-08T12:23:00,SUBMITTED
INT-0007425,BEN-005851,FPS-0535,2026-02,7,4,11,SELF,2026-02-15T13:43:00,SUBMITTED
INT-0007426,BEN-003435,FPS-0297,2026-02,10,8,18,AUTHORIZED_PERSON,2026-02-07T17:39:00,SUBMITTED
INT-0007427,BEN-001005,FPS-0291,2026-02,2,2,4,SELF,2026-02-14T08:49:00,SUBMITTED
INT-0007428,BEN-001021,FPS-0136,2026-02,19,15,34,AUTHORIZED_PERSON,2026-02-20T15:00:00,SUBMITTED
INT-0007429,BEN-004742,FPS-0258,2026-02,16,12,28,AUTHORIZED_PERSON,2026-02-16T16:03:00,SUBMITTED
INT-0007430,BEN-005856,FPS-0399,2026-02,13,7,20,SELF,2026-02-11T19:45:00,SUBMITTED
INT-0007431,BEN-003639,FPS-0196,2026-02,17,14,31,AUTHORIZED_PERSON,2026-02-05T15:43:00,SUBMITTED
INT-0007432,BEN-007601,FPS-0136,2026-02,20,15,35,SELF,2026-02-17T19:40:00,SUBMITTED
INT-0007433,BEN-009304,FPS-0127,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-11T18:35:00,SUBMITTED
INT-0007434,BEN-003613,FPS-0229,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-12T09:58:00,SUBMITTED
INT-0007435,BEN-006739,FPS-0239,2026-02,11,7,18,SELF,2026-02-18T13:28:00,SUBMITTED
INT-0007436,BEN-000362,FPS-0062,2026-02,9,5,14,SELF,2026-02-11T11:14:00,SUBMITTED
INT-0007437,BEN-006747,FPS-0527,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-12T08:43:00,SUBMITTED
INT-0007438,BEN-004634,FPS-0094,2026-02,12,8,20,SELF,2026-02-17T18:28:00,SUBMITTED
INT-0007439,BEN-002203,FPS-0180,2026-02,4,3,7,SELF,2026-02-16T14:21:00,SUBMITTED
INT-0007440,BEN-007692,FPS-0427,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-06T17:42:00,SUBMITTED
INT-0007441,BEN-005297,FPS-0061,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-16T19:55:00,SUBMITTED
INT-0007442,BEN-007664,FPS-0256,2026-02,6,4,10,SELF,2026-02-13T13:08:00,SUBMITTED
INT-0007443,BEN-005891,FPS-0493,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-17T10:20:00,SUBMITTED
INT-0007444,BEN-004984,FPS-0472,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-09T13:53:00,SUBMITTED
INT-0007445,BEN-009512,FPS-0360,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-05T17:37:00,SUBMITTED
INT-0007446,BEN-003687,FPS-0581,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-16T13:36:00,SUBMITTED
INT-0007447,BEN-009828,FPS-0006,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-10T17:12:00,SUBMITTED
INT-0007448,BEN-002392,FPS-0387,2026-02,8,6,14,SELF,2026-02-13T12:59:00,SUBMITTED
INT-0007449,BEN-007413,FPS-0282,2026-02,10,6,16,AUTHORIZED_PERSON,2026-02-15T11:31:00,SUBMITTED
INT-0007450,BEN-002154,FPS-0070,2026-02,16,10,26,SELF,2026-02-07T15:43:00,SUBMITTED
INT-0007451,BEN-005518,FPS-0290,2026-02,13,7,20,SELF,2026-02-13T19:20:00,SUBMITTED
INT-0007452,BEN-002994,FPS-0438,2026-02,8,5,13,SELF,2026-02-11T13:32:00,SUBMITTED
INT-0007453,BEN-008623,FPS-0332,2026-02,20,15,35,SELF,2026-02-06T15:47:00,SUBMITTED
INT-0007454,BEN-004905,FPS-0543,2026-02,16,9,25,AUTHORIZED_PERSON,2026-02-17T14:19:00,SUBMITTED
INT-0007455,BEN-002494,FPS-0057,2026-02,10,7,17,AUTHORIZED_PERSON,2026-02-11T11:29:00,SUBMITTED
INT-0007456,BEN-007011,FPS-0281,2026-02,8,7,15,SELF,2026-02-11T13:11:00,SUBMITTED
INT-0007457,BEN-005152,FPS-0107,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-09T13:24:00,SUBMITTED
INT-0007458,BEN-005608,FPS-0274,2026-02,7,4,11,SELF,2026-02-12T16:45:00,SUBMITTED
INT-0007459,BEN-002202,FPS-0384,2026-02,14,10,24,SELF,2026-02-18T16:42:00,SUBMITTED
INT-0007460,BEN-007946,FPS-0290,2026-02,12,7,19,AUTHORIZED_PERSON,2026-02-06T08:19:00,SUBMITTED
INT-0007461,BEN-003778,FPS-0486,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-18T16:51:00,SUBMITTED
INT-0007462,BEN-006749,FPS-0305,2026-02,9,7,16,AUTHORIZED_PERSON,2026-02-12T09:04:00,SUBMITTED
INT-0007463,BEN-007673,FPS-0488,2026-02,10,5,15,SELF,2026-02-15T17:21:00,SUBMITTED
INT-0007464,BEN-002979,FPS-0580,2026-02,21,13,34,AUTHORIZED_PERSON,2026-02-10T17:02:00,SUBMITTED
INT-0007465,BEN-009144,FPS-0286,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-12T11:29:00,SUBMITTED
INT-0007466,BEN-007539,FPS-0184,2026-02,5,3,8,SELF,2026-02-19T19:16:00,SUBMITTED
INT-0007467,BEN-004234,FPS-0154,2026-02,19,16,35,AUTHORIZED_PERSON,2026-02-13T11:52:00,SUBMITTED
INT-0007468,BEN-001111,FPS-0254,2026-02,16,10,26,AUTHORIZED_PERSON,2026-02-18T15:31:00,SUBMITTED
INT-0007469,BEN-009516,FPS-0592,2026-02,13,7,20,SELF,2026-02-16T11:38:00,SUBMITTED
INT-0007470,BEN-004045,FPS-0126,2026-02,22,13,35,AUTHORIZED_PERSON,2026-02-09T17:51:00,SUBMITTED
INT-0007471,BEN-004982,FPS-0132,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-11T11:59:00,SUBMITTED
INT-0007472,BEN-006384,FPS-0372,2026-02,10,8,18,SELF,2026-02-11T10:48:00,SUBMITTED
INT-0007473,BEN-000444,FPS-0001,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-17T18:36:00,SUBMITTED
INT-0007474,BEN-002258,FPS-0333,2026-02,9,6,15,SELF,2026-02-17T16:49:00,SUBMITTED
INT-0007475,BEN-007183,FPS-0513,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-05T10:12:00,SUBMITTED
INT-0007476,BEN-001973,FPS-0110,2026-02,21,14,35,SELF,2026-02-14T19:05:00,SUBMITTED
INT-0007477,BEN-008647,FPS-0366,2026-02,21,14,35,SELF,2026-02-18T15:29:00,SUBMITTED
INT-0007478,BEN-003367,FPS-0477,2026-02,13,7,20,SELF,2026-02-19T10:34:00,SUBMITTED
INT-0007479,BEN-009536,FPS-0060,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-17T13:40:00,CANCELLED
INT-0007480,BEN-003223,FPS-0143,2026-02,9,8,17,AUTHORIZED_PERSON,2026-02-06T15:40:00,SUBMITTED
INT-0007481,BEN-009643,FPS-0357,2026-02,3,2,5,SELF,2026-02-09T15:31:00,SUBMITTED
INT-0007482,BEN-001139,FPS-0259,2026-02,8,6,14,SELF,2026-02-11T15:11:00,SUBMITTED
INT-0007483,BEN-000310,FPS-0178,2026-02,2,2,4,SELF,2026-02-16T17:16:00,SUBMITTED
INT-0007484,BEN-009919,FPS-0263,2026-02,19,16,35,AUTHORIZED_PERSON,2026-02-12T08:01:00,SUBMITTED
INT-0007485,BEN-002933,FPS-0187,2026-02,18,10,28,AUTHORIZED_PERSON,2026-02-12T14:52:00,SUBMITTED
INT-0007486,BEN-005201,FPS-0201,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-07T15:59:00,CANCELLED
INT-0007487,BEN-001173,FPS-0503,2026-02,12,8,20,SELF,2026-02-18T09:27:00,SUBMITTED
INT-0007488,BEN-003579,FPS-0039,2026-02,13,9,22,SELF,2026-02-12T08:49:00,CANCELLED
INT-0007489,BEN-006305,FPS-0178,2026-02,4,3,7,SELF,2026-02-11T16:36:00,SUBMITTED
INT-0007490,BEN-004760,FPS-0027,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-06T09:49:00,SUBMITTED
INT-0007491,BEN-002665,FPS-0191,2026-02,13,8,21,AUTHORIZED_PERSON,2026-02-17T14:22:00,SUBMITTED
INT-0007492,BEN-002864,FPS-0139,2026-02,5,3,8,SELF,2026-02-05T17:29:00,SUBMITTED
INT-0007493,BEN-001470,FPS-0099,2026-02,14,10,24,SELF,2026-02-16T15:51:00,SUBMITTED
INT-0007494,BEN-006910,FPS-0295,2026-02,9,6,15,SELF,2026-02-12T13:41:00,SUBMITTED
INT-0007495,BEN-008615,FPS-0421,2026-02,19,16,35,AUTHORIZED_PERSON,2026-02-18T18:28:00,SUBMITTED
INT-0007496,BEN-000397,FPS-0576,2026-02,14,11,25,AUTHORIZED_PERSON,2026-02-17T08:40:00,SUBMITTED
INT-0007497,BEN-001539,FPS-0140,2026-02,8,5,13,SELF,2026-02-08T08:25:00,SUBMITTED
INT-0007498,BEN-007980,FPS-0130,2026-02,16,10,26,AUTHORIZED_PERSON,2026-02-06T08:04:00,CANCELLED
INT-0007499,BEN-009484,FPS-0503,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-19T13:20:00,SUBMITTED
INT-0007500,BEN-000833,FPS-0073,2026-02,16,12,28,SELF,2026-02-07T18:48:00,SUBMITTED
INT-0007501,BEN-001611,FPS-0281,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-12T11:16:00,SUBMITTED
INT-0007502,BEN-004434,FPS-0493,2026-02,7,5,12,SELF,2026-02-12T10:30:00,SUBMITTED
INT-0007503,BEN-000199,FPS-0593,2026-02,14,11,25,SELF,2026-02-14T12:01:00,SUBMITTED
INT-0007504,BEN-002674,FPS-0595,2026-02,6,6,12,SELF,2026-02-17T11:01:00,SUBMITTED
INT-0007505,BEN-006744,FPS-0003,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-20T18:18:00,SUBMITTED
INT-0007506,BEN-008686,FPS-0587,2026-02,9,5,14,SELF,2026-02-17T13:55:00,SUBMITTED
INT-0007507,BEN-004206,FPS-0070,2026-02,19,14,33,SELF,2026-02-12T09:35:00,SUBMITTED
INT-0007508,BEN-000777,FPS-0220,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-15T14:41:00,SUBMITTED
INT-0007509,BEN-007361,FPS-0359,2026-02,8,5,13,SELF,2026-02-10T15:40:00,SUBMITTED
INT-0007510,BEN-009408,FPS-0222,2026-02,17,12,29,SELF,2026-02-20T16:17:00,SUBMITTED
INT-0007511,BEN-000321,FPS-0451,2026-02,16,9,25,SELF,2026-02-19T11:30:00,SUBMITTED
INT-0007512,BEN-001691,FPS-0023,2026-02,10,8,18,SELF,2026-02-09T17:10:00,SUBMITTED
INT-0007513,BEN-007477,FPS-0155,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-17T10:20:00,SUBMITTED
INT-0007514,BEN-009050,FPS-0328,2026-02,2,2,4,SELF,2026-02-07T08:51:00,SUBMITTED
INT-0007515,BEN-006548,FPS-0296,2026-02,10,7,17,SELF,2026-02-13T11:40:00,SUBMITTED
INT-0007516,BEN-007291,FPS-0130,2026-02,6,4,10,SELF,2026-02-14T10:39:00,SUBMITTED
INT-0007517,BEN-006149,FPS-0339,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-16T11:01:00,SUBMITTED
INT-0007518,BEN-006269,FPS-0094,2026-02,18,12,30,SELF,2026-02-14T12:23:00,CANCELLED
INT-0007519,BEN-000623,FPS-0480,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-05T10:26:00,SUBMITTED
INT-0007520,BEN-005930,FPS-0228,2026-02,6,4,10,SELF,2026-02-14T14:30:00,SUBMITTED
INT-0007521,BEN-006708,FPS-0401,2026-02,8,7,15,AUTHORIZED_PERSON,2026-02-11T16:28:00,SUBMITTED
INT-0007522,BEN-006581,FPS-0006,2026-02,19,14,33,SELF,2026-02-13T09:39:00,SUBMITTED
INT-0007523,BEN-006147,FPS-0350,2026-02,13,10,23,AUTHORIZED_PERSON,2026-02-20T17:15:00,SUBMITTED
INT-0007524,BEN-008348,FPS-0256,2026-02,12,8,20,SELF,2026-02-12T17:00:00,SUBMITTED
INT-0007525,BEN-004346,FPS-0311,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-17T09:34:00,SUBMITTED
INT-0007526,BEN-003335,FPS-0463,2026-02,5,3,8,AUTHORIZED_PERSON,2026-02-19T10:21:00,SUBMITTED
INT-0007527,BEN-000675,FPS-0451,2026-02,21,14,35,AUTHORIZED_PERSON,2026-02-20T15:18:00,SUBMITTED
INT-0007528,BEN-009508,FPS-0497,2026-02,21,14,35,SELF,2026-02-08T12:28:00,SUBMITTED
INT-0007529,BEN-003136,FPS-0185,2026-02,11,9,20,SELF,2026-02-18T13:00:00,SUBMITTED
INT-0007530,BEN-006879,FPS-0517,2026-02,7,4,11,AUTHORIZED_PERSON,2026-02-19T09:16:00,SUBMITTED
INT-0007531,BEN-002137,FPS-0270,2026-02,11,6,17,SELF,2026-02-14T14:49:00,SUBMITTED
INT-0007532,BEN-005788,FPS-0036,2026-02,15,10,25,SELF,2026-02-19T12:52:00,SUBMITTED
INT-0007533,BEN-007687,FPS-0496,2026-02,9,4,13,AUTHORIZED_PERSON,2026-02-18T11:24:00,SUBMITTED
INT-0007534,BEN-007576,FPS-0497,2026-02,9,6,15,AUTHORIZED_PERSON,2026-02-05T13:37:00,SUBMITTED
INT-0007535,BEN-007370,FPS-0116,2026-02,15,13,28,AUTHORIZED_PERSON,2026-02-17T11:05:00,SUBMITTED
INT-0007536,BEN-005800,FPS-0083,2026-02,17,13,30,AUTHORIZED_PERSON,2026-02-20T16:18:00,SUBMITTED
INT-0007537,BEN-009316,FPS-0585,2026-02,4,3,7,SELF,2026-02-18T18:21:00,SUBMITTED
INT-0007538,BEN-000473,FPS-0094,2026-02,17,13,30,SELF,2026-02-11T11:05:00,SUBMITTED
INT-0007539,BEN-007436,FPS-0003,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-06T14:05:00,SUBMITTED
INT-0007540,BEN-000188,FPS-0287,2026-02,12,8,20,SELF,2026-02-18T14:11:00,SUBMITTED
INT-0007541,BEN-009060,FPS-0328,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-09T16:33:00,SUBMITTED
INT-0007542,BEN-004651,FPS-0386,2026-02,12,8,20,AUTHORIZED_PERSON,2026-02-13T08:39:00,CANCELLED
INT-0007543,BEN-002817,FPS-0169,2026-02,8,7,15,SELF,2026-02-13T19:12:00,SUBMITTED
INT-0007544,BEN-005895,FPS-0011,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-12T13:29:00,SUBMITTED
INT-0007545,BEN-005134,FPS-0326,2026-02,14,11,25,SELF,2026-02-16T15:52:00,SUBMITTED
INT-0007546,BEN-009557,FPS-0252,2026-02,8,6,14,SELF,2026-02-05T15:42:00,SUBMITTED
INT-0007547,BEN-007359,FPS-0360,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-08T18:15:00,SUBMITTED
INT-0007548,BEN-004514,FPS-0424,2026-02,8,5,13,SELF,2026-02-06T14:52:00,SUBMITTED
INT-0007549,BEN-006867,FPS-0365,2026-02,10,9,19,AUTHORIZED_PERSON,2026-02-11T08:47:00,SUBMITTED
INT-0007550,BEN-000622,FPS-0347,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-13T15:07:00,SUBMITTED
INT-0007551,BEN-008580,FPS-0166,2026-02,2,1,3,AUTHORIZED_PERSON,2026-02-13T11:17:00,SUBMITTED
INT-0007552,BEN-006300,FPS-0405,2026-02,5,4,9,AUTHORIZED_PERSON,2026-02-18T11:23:00,SUBMITTED
INT-0007553,BEN-009135,FPS-0484,2026-02,4,3,7,AUTHORIZED_PERSON,2026-02-10T08:55:00,SUBMITTED
INT-0007554,BEN-008060,FPS-0513,2026-02,12,8,20,SELF,2026-02-08T09:39:00,SUBMITTED
INT-0007555,BEN-006160,FPS-0054,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-14T09:33:00,SUBMITTED
INT-0007556,BEN-004270,FPS-0049,2026-02,14,11,25,SELF,2026-02-15T12:19:00,SUBMITTED
INT-0007557,BEN-004149,FPS-0443,2026-02,16,10,26,SELF,2026-02-20T14:54:00,SUBMITTED
INT-0007558,BEN-000420,FPS-0503,2026-02,15,10,25,AUTHORIZED_PERSON,2026-02-20T15:29:00,SUBMITTED
INT-0007559,BEN-004318,FPS-0280,2026-02,2,2,4,AUTHORIZED_PERSON,2026-02-17T10:28:00,SUBMITTED
INT-0007560,BEN-008579,FPS-0418,2026-02,12,7,19,AUTHORIZED_PERSON,2026-02-14T15:35:00,SUBMITTED
INT-0007561,BEN-001361,FPS-0181,2026-02,23,12,35,SELF,2026-02-11T19:47:00,SUBMITTED
INT-0007562,BEN-003715,FPS-0259,2026-02,3,2,5,SELF,2026-02-10T14:22:00,SUBMITTED
INT-0007563,BEN-009015,FPS-0418,2026-02,9,6,15,SELF,2026-02-11T09:38:00,SUBMITTED
INT-0007564,BEN-004958,FPS-0043,2026-02,2,1,3,SELF,2026-02-15T08:10:00,SUBMITTED
INT-0007565,BEN-003855,FPS-0068,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-13T12:12:00,SUBMITTED
INT-0007566,BEN-004058,FPS-0581,2026-02,9,6,15,SELF,2026-02-07T14:19:00,SUBMITTED
INT-0007567,BEN-001967,FPS-0530,2026-02,19,12,31,AUTHORIZED_PERSON,2026-02-19T17:36:00,SUBMITTED
INT-0007568,BEN-007665,FPS-0198,2026-02,9,6,15,SELF,2026-02-06T18:59:00,SUBMITTED
INT-0007569,BEN-002854,FPS-0442,2026-02,12,8,20,SELF,2026-02-08T19:12:00,SUBMITTED
INT-0007570,BEN-006975,FPS-0536,2026-02,9,7,16,SELF,2026-02-18T17:10:00,SUBMITTED
INT-0007571,BEN-001648,FPS-0490,2026-02,11,9,20,SELF,2026-02-18T08:06:00,SUBMITTED
INT-0007572,BEN-009653,FPS-0393,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-06T16:16:00,SUBMITTED
INT-0007573,BEN-009287,FPS-0380,2026-02,16,14,30,AUTHORIZED_PERSON,2026-02-08T19:15:00,SUBMITTED
INT-0007574,BEN-007839,FPS-0295,2026-02,11,8,19,SELF,2026-02-06T16:47:00,SUBMITTED
INT-0007575,BEN-001655,FPS-0269,2026-02,10,5,15,AUTHORIZED_PERSON,2026-02-08T19:47:00,SUBMITTED
INT-0007576,BEN-001480,FPS-0385,2026-02,21,14,35,SELF,2026-02-09T09:48:00,SUBMITTED
INT-0007577,BEN-008742,FPS-0332,2026-02,20,15,35,SELF,2026-02-14T13:08:00,SUBMITTED
INT-0007578,BEN-008191,FPS-0223,2026-02,6,4,10,AUTHORIZED_PERSON,2026-02-12T13:50:00,SUBMITTED
INT-0007579,BEN-001697,FPS-0396,2026-02,11,9,20,AUTHORIZED_PERSON,2026-02-14T18:13:00,SUBMITTED
INT-0007580,BEN-000525,FPS-0022,2026-02,8,6,14,AUTHORIZED_PERSON,2026-02-13T16:13:00,SUBMITTED
INT-0007581,BEN-001349,FPS-0522,2026-02,21,14,35,SELF,2026-02-15T16:28:00,SUBMITTED
INT-0007582,BEN-002190,FPS-0343,2026-02,9,6,15,SELF,2026-02-13T19:15:00,SUBMITTED
