manifest_item_id,manifest_id,fps_id,commodity,planned_kg,sequence_number,allocation_id
MI-0002165,MAN-000183,FPS-0546,WHEAT,153,2,ALLOC-0002292
MI-0002166,MAN-000183,FPS-0471,RICE,171,3,ALLOC-0002141
MI-0002167,MAN-000183,FPS-0471,WHEAT,137,3,ALLOC-0002142
MI-0002168,MAN-000183,FPS-0146,RICE,127,4,ALLOC-0001491
MI-0002169,MAN-000183,FPS-0146,WHEAT,111,4,ALLOC-0001492
MI-0002170,MAN-000183,FPS-0246,RICE,271,5,ALLOC-0001691
MI-0002171,MAN-000183,FPS-0246,WHEAT,186,5,ALLOC-0001692
MI-0002172,MAN-000183,FPS-0196,RICE,218,6,ALLOC-0001591
MI-0002173,MAN-000183,FPS-0196,WHEAT,144,6,ALLOC-0001592
MI-0002174,MAN-000184,FPS-0521,RICE,174,1,ALLOC-0002241
MI-0002175,MAN-000184,FPS-0521,WHEAT,135,1,ALLOC-0002242
MI-0002176,MAN-000184,FPS-0571,RICE,143,2,ALLOC-0002341
MI-0002177,MAN-000184,FPS-0571,WHEAT,117,2,ALLOC-0002342
MI-0002178,MAN-000184,FPS-0321,RICE,186,3,ALLOC-0001841
MI-0002179,MAN-000184,FPS-0321,WHEAT,140,3,ALLOC-0001842
MI-0002180,MAN-000184,FPS-0421,RICE,189,4,ALLOC-0002041
MI-0002181,MAN-000184,FPS-0421,WHEAT,150,4,ALLOC-0002042
MI-0002182,MAN-000184,FPS-0271,RICE,177,5,ALLOC-0001741
MI-0002183,MAN-000184,FPS-0271,WHEAT,147,5,ALLOC-0001742
MI-0002184,MAN-000184,FPS-0446,RICE,133,6,ALLOC-0002091
MI-0002185,MAN-000184,FPS-0446,WHEAT,127,6,ALLOC-0002092
MI-0002186,MAN-000185,FPS-0272,RICE,237,1,ALLOC-0001743
MI-0002187,MAN-000185,FPS-0272,WHEAT,171,1,ALLOC-0001744
MI-0002188,MAN-000185,FPS-0197,RICE,203,2,ALLOC-0001593
MI-0002189,MAN-000185,FPS-0197,WHEAT,142,2,ALLOC-0001594
MI-0002190,MAN-000185,FPS-0447,RICE,145,3,ALLOC-0002093
MI-0002191,MAN-000185,FPS-0447,WHEAT,130,3,ALLOC-0002094
MI-0002192,MAN-000185,FPS-0322,RICE,181,4,ALLOC-0001843
MI-0002193,MAN-000185,FPS-0322,WHEAT,143,4,ALLOC-0001844
MI-0002194,MAN-000185,FPS-0122,RICE,141,5,ALLOC-0001443
MI-0002195,MAN-000185,FPS-0122,WHEAT,137,5,ALLOC-0001444
MI-0002196,MAN-000185,FPS-0172,RICE,163,6,ALLOC-0001543
MI-0002197,MAN-000185,FPS-0172,WHEAT,124,6,ALLOC-0001544
MI-0002198,MAN-000186,FPS-0472,RICE,221,1,ALLOC-0002143
MI-0002199,MAN-000186,FPS-0472,WHEAT,159,1,ALLOC-0002144
MI-0002200,MAN-000186,FPS-0422,RICE,157,2,ALLOC-0002043
MI-0002201,MAN-000186,FPS-0422,WHEAT,129,2,ALLOC-0002044
MI-0002202,MAN-000186,FPS-0372,RICE,112,3,ALLOC-0001943
MI-0002203,MAN-000186,FPS-0372,WHEAT,111,3,ALLOC-0001944
MI-0002204,MAN-000186,FPS-0522,RICE,214,4,ALLOC-0002243
MI-0002205,MAN-000186,FPS-0522,WHEAT,178,4,ALLOC-0002244
MI-0002206,MAN-000186,FPS-0497,RICE,177,5,ALLOC-0002193
MI-0002207,MAN-000186,FPS-0497,WHEAT,127,5,ALLOC-0002194
MI-0002208,MAN-000186,FPS-0022,RICE,133,6,ALLOC-0001243
MI-0002209,MAN-000186,FPS-0022,WHEAT,121,6,ALLOC-0001244
MI-0002210,MAN-000187,FPS-0572,RICE,231,1,ALLOC-0002343
MI-0002211,MAN-000187,FPS-0572,WHEAT,158,1,ALLOC-0002344
MI-0002212,MAN-000187,FPS-0072,RICE,224,2,ALLOC-0001343
MI-0002213,MAN-000187,FPS-0072,WHEAT,152,2,ALLOC-0001344
MI-0002214,MAN-000187,FPS-0047,RICE,185,3,ALLOC-0001293
MI-0002215,MAN-000187,FPS-0047,WHEAT,139,3,ALLOC-0001294
MI-0002216,MAN-000187,FPS-0547,RICE,143,4,ALLOC-0002293
MI-0002217,MAN-000187,FPS-0547,WHEAT,130,4,ALLOC-0002294
MI-0002218,MAN-000187,FPS-0597,RICE,345,5,ALLOC-0002393
MI-0002219,MAN-000187,FPS-0597,WHEAT,213,5,ALLOC-0002394
MI-0002220,MAN-000187,FPS-0147,RICE,151,6,ALLOC-0001493
MI-0002221,MAN-000187,FPS-0147,WHEAT,132,6,ALLOC-0001494
MI-0002222,MAN-000188,FPS-0097,RICE,195,1,ALLOC-0001393
MI-0002223,MAN-000188,FPS-0097,WHEAT,147,1,ALLOC-0001394
MI-0002224,MAN-000188,FPS-0297,RICE,136,2,ALLOC-0001793
MI-0002225,MAN-000188,FPS-0297,WHEAT,128,2,ALLOC-0001794
MI-0002226,MAN-000188,FPS-0222,RICE,206,3,ALLOC-0001643
MI-0002227,MAN-000188,FPS-0222,WHEAT,141,3,ALLOC-0001644
MI-0002228,MAN-000188,FPS-0397,RICE,160,4,ALLOC-0001993
MI-0002229,MAN-000188,FPS-0397,WHEAT,144,4,ALLOC-0001994
MI-0002230,MAN-000188,FPS-0247,RICE,147,5,ALLOC-0001693
MI-0002231,MAN-000188,FPS-0247,WHEAT,124,5,ALLOC-0001694
MI-0002232,MAN-000188,FPS-0347,RICE,208,6,ALLOC-0001893
MI-0002233,MAN-000188,FPS-0347,WHEAT,162,6,ALLOC-0001894
MI-0002234,MAN-000189,FPS-0573,RICE,142,1,ALLOC-0002345
MI-0002235,MAN-000189,FPS-0573,WHEAT,130,1,ALLOC-0002346
MI-0002236,MAN-000189,FPS-0073,RICE,181,2,ALLOC-0001345
MI-0002237,MAN-000189,FPS-0073,WHEAT,154,2,ALLOC-0001346
MI-0002238,MAN-000189,FPS-0373,RICE,160,3,ALLOC-0001945
MI-0002239,MAN-000189,FPS-0373,WHEAT,140,3,ALLOC-0001946
MI-0002240,MAN-000189,FPS-0323,RICE,160,4,ALLOC-0001845
MI-0002241,MAN-000189,FPS-0323,WHEAT,149,4,ALLOC-0001846
MI-0002242,MAN-000189,FPS-0023,RICE,150,5,ALLOC-0001245
MI-0002243,MAN-000189,FPS-0023,WHEAT,131,5,ALLOC-0001246
MI-0002244,MAN-000189,FPS-0298,RICE,159,6,ALLOC-0001795
MI-0002245,MAN-000189,FPS-0298,WHEAT,126,6,ALLOC-0001796
MI-0002246,MAN-000190,FPS-0048,RICE,121,1,ALLOC-0001295
MI-0002247,MAN-000190,FPS-0048,WHEAT,108,1,ALLOC-0001296
MI-0002248,MAN-000190,FPS-0198,RICE,139,2,ALLOC-0001595
MI-0002249,MAN-000190,FPS-0198,WHEAT,120,2,ALLOC-0001596
MI-0002250,MAN-000190,FPS-0348,RICE,189,3,ALLOC-0001895
MI-0002251,MAN-000190,FPS-0348,WHEAT,140,3,ALLOC-0001896
MI-0002252,MAN-000190,FPS-0423,RICE,167,4,ALLOC-0002045
MI-0002253,MAN-000190,FPS-0423,WHEAT,139,4,ALLOC-0002046
MI-0002254,MAN-000190,FPS-0598,RICE,186,5,ALLOC-0002395
MI-0002255,MAN-000190,FPS-0598,WHEAT,133,5,ALLOC-0002396
MI-0002256,MAN-000190,FPS-0398,RICE,154,6,ALLOC-0001995
MI-0002257,MAN-000190,FPS-0398,WHEAT,138,6,ALLOC-0001996
MI-0002258,MAN-000191,FPS-0523,RICE,167,1,ALLOC-0002245
MI-0002259,MAN-000191,FPS-0523,WHEAT,150,1,ALLOC-0002246
MI-0002260,MAN-000191,FPS-0248,RICE,250,2,ALLOC-0001695
MI-0002261,MAN-000191,FPS-0248,WHEAT,184,2,ALLOC-0001696
MI-0002262,MAN-000191,FPS-0123,RICE,152,3,ALLOC-0001445
MI-0002263,MAN-000191,FPS-0123,WHEAT,132,3,ALLOC-0001446
MI-0002264,MAN-000191,FPS-0498,RICE,195,4,ALLOC-0002195
MI-0002265,MAN-000191,FPS-0498,WHEAT,146,4,ALLOC-0002196
MI-0002266,MAN-000191,FPS-0148,RICE,233,5,ALLOC-0001495
MI-0002267,MAN-000191,FPS-0148,WHEAT,165,5,ALLOC-0001496
MI-0002268,MAN-000191,FPS-0273,RICE,237,6,ALLOC-0001745
MI-0002269,MAN-000191,FPS-0273,WHEAT,156,6,ALLOC-0001746
MI-0002270,MAN-000192,FPS-0448,RICE,150,1,ALLOC-0002095
MI-0002271,MAN-000192,FPS-0448,WHEAT,135,1,ALLOC-0002096
MI-0002272,MAN-000192,FPS-0173,RICE,157,2,ALLOC-0001545
MI-0002273,MAN-000192,FPS-0173,WHEAT,146,2,ALLOC-0001546
MI-0002274,MAN-000192,FPS-0473,RICE,179,3,ALLOC-0002145
MI-0002275,MAN-000192,FPS-0473,WHEAT,148,3,ALLOC-0002146
MI-0002276,MAN-000192,FPS-0548,RICE,154,4,ALLOC-0002295
MI-0002277,MAN-000192,FPS-0548,WHEAT,136,4,ALLOC-0002296
MI-0002278,MAN-000192,FPS-0223,RICE,180,5,ALLOC-0001645
MI-0002279,MAN-000192,FPS-0223,WHEAT,142,5,ALLOC-0001646
MI-0002280,MAN-000192,FPS-0098,RICE,203,6,ALLOC-0001395
MI-0002281,MAN-000192,FPS-0098,WHEAT,153,6,ALLOC-0001396
MI-0002282,MAN-000193,FPS-0599,RICE,128,1,ALLOC-0002397
MI-0002283,MAN-000193,FPS-0599,WHEAT,119,1,ALLOC-0002398
MI-0002284,MAN-000193,FPS-0474,RICE,129,2,ALLOC-0002147
MI-0002285,MAN-000193,FPS-0474,WHEAT,115,2,ALLOC-0002148
MI-0002286,MAN-000193,FPS-0274,RICE,147,3,ALLOC-0001747
MI-0002287,MAN-000193,FPS-0274,WHEAT,117,3,ALLOC-0001748
MI-0002288,MAN-000193,FPS-0199,RICE,140,4,ALLOC-0001597
MI-0002289,MAN-000193,FPS-0199,WHEAT,122,4,ALLOC-0001598
MI-0002290,MAN-000193,FPS-0324,RICE,146,5,ALLOC-0001847
MI-0002291,MAN-000193,FPS-0324,WHEAT,131,5,ALLOC-0001848
MI-0002292,MAN-000193,FPS-0424,RICE,189,6,ALLOC-0002047
MI-0002293,MAN-000193,FPS-0424,WHEAT,146,6,ALLOC-0002048
MI-0002294,MAN-000194,FPS-0074,RICE,144,1,ALLOC-0001347
MI-0002295,MAN-000194,FPS-0074,WHEAT,121,1,ALLOC-0001348
MI-0002296,MAN-000194,FPS-0449,RICE,153,2,ALLOC-0002097
MI-0002297,MAN-000194,FPS-0449,WHEAT,125,2,ALLOC-0002098
MI-0002298,MAN-000194,FPS-0174,RICE,209,3,ALLOC-0001547
MI-0002299,MAN-000194,FPS-0174,WHEAT,155,3,ALLOC-0001548
MI-0002300,MAN-000194,FPS-0099,RICE,180,4,ALLOC-0001397
MI-0002301,MAN-000194,FPS-0099,WHEAT,148,4,ALLOC-0001398
MI-0002302,MAN-000194,FPS-0574,RICE,166,5,ALLOC-0002347
MI-0002303,MAN-000194,FPS-0574,WHEAT,125,5,ALLOC-0002348
MI-0002304,MAN-000194,FPS-0124,RICE,213,6,ALLOC-0001447
MI-0002305,MAN-000194,FPS-0124,WHEAT,153,6,ALLOC-0001448
MI-0002306,MAN-000195,FPS-0149,RICE,310,1,ALLOC-0001497
MI-0002307,MAN-000195,FPS-0149,WHEAT,211,1,ALLOC-0001498
MI-0002308,MAN-000195,FPS-0399,RICE,154,2,ALLOC-0001997
MI-0002309,MAN-000195,FPS-0399,WHEAT,133,2,ALLOC-0001998
MI-0002310,MAN-000195,FPS-0249,RICE,240,3,ALLOC-0001697
MI-0002311,MAN-000195,FPS-0249,WHEAT,175,3,ALLOC-0001698
MI-0002312,MAN-000195,FPS-0374,RICE,143,4,ALLOC-0001947
MI-0002313,MAN-000195,FPS-0374,WHEAT,117,4,ALLOC-0001948
MI-0002314,MAN-000195,FPS-0024,RICE,161,5,ALLOC-0001247
MI-0002315,MAN-000195,FPS-0024,WHEAT,138,5,ALLOC-0001248
MI-0002316,MAN-000195,FPS-0349,RICE,184,6,ALLOC-0001897
MI-0002317,MAN-000195,FPS-0349,WHEAT,139,6,ALLOC-0001898
MI-0002318,MAN-000196,FPS-0299,RICE,138,1,ALLOC-0001797
MI-0002319,MAN-000196,FPS-0299,WHEAT,119,1,ALLOC-0001798
MI-0002320,MAN-000196,FPS-0524,RICE,137,2,ALLOC-0002247
MI-0002321,MAN-000196,FPS-0524,WHEAT,117,2,ALLOC-0002248
MI-0002322,MAN-000196,FPS-0049,RICE,197,3,ALLOC-0001297
MI-0002323,MAN-000196,FPS-0049,WHEAT,143,3,ALLOC-0001298
MI-0002324,MAN-000196,FPS-0549,RICE,204,4,ALLOC-0002297
MI-0002325,MAN-000196,FPS-0549,WHEAT,151,4,ALLOC-0002298
MI-0002326,MAN-000196,FPS-0499,RICE,202,5,ALLOC-0002197
MI-0002327,MAN-000196,FPS-0499,WHEAT,144,5,ALLOC-0002198
MI-0002328,MAN-000196,FPS-0224,RICE,150,6,ALLOC-0001647
MI-0002329,MAN-000196,FPS-0224,WHEAT,130,6,ALLOC-0001648
MI-0002330,MAN-000197,FPS-0350,RICE,173,1,ALLOC-0001899
MI-0002331,MAN-000197,FPS-0350,WHEAT,136,1,ALLOC-0001900
MI-0002332,MAN-000197,FPS-0100,RICE,125,2,ALLOC-0001399
MI-0002333,MAN-000197,FPS-0100,WHEAT,105,2,ALLOC-0001400
MI-0002334,MAN-000197,FPS-0275,RICE,155,3,ALLOC-0001749
MI-0002335,MAN-000197,FPS-0275,WHEAT,129,3,ALLOC-0001750
MI-0002336,MAN-000197,FPS-0475,RICE,177,4,ALLOC-0002149
MI-0002337,MAN-000197,FPS-0475,WHEAT,131,4,ALLOC-0002150
MI-0002338,MAN-000197,FPS-0050,RICE,220,5,ALLOC-0001299
MI-0002339,MAN-000197,FPS-0050,WHEAT,151,5,ALLOC-0001300
MI-0002340,MAN-000197,FPS-0375,RICE,176,6,ALLOC-0001949
MI-0002341,MAN-000197,FPS-0375,WHEAT,142,6,ALLOC-0001950
MI-0002342,MAN-000198,FPS-0200,RICE,133,1,ALLOC-0001599
MI-0002343,MAN-000198,FPS-0200,WHEAT,120,1,ALLOC-0001600
MI-0002344,MAN-000198,FPS-0150,RICE,140,2,ALLOC-0001499
MI-0002345,MAN-000198,FPS-0150,WHEAT,111,2,ALLOC-0001500
MI-0002346,MAN-000198,FPS-0425,RICE,144,3,ALLOC-0002049
MI-0002347,MAN-000198,FPS-0425,WHEAT,133,3,ALLOC-0002050
MI-0002348,MAN-000198,FPS-0250,RICE,149,4,ALLOC-0001699
MI-0002349,MAN-000198,FPS-0250,WHEAT,113,4,ALLOC-0001700
MI-0002350,MAN-000198,FPS-0075,RICE,191,5,ALLOC-0001349
MI-0002351,MAN-000198,FPS-0075,WHEAT,142,5,ALLOC-0001350
MI-0002352,MAN-000198,FPS-0525,RICE,127,6,ALLOC-0002249
MI-0002353,MAN-000198,FPS-0525,WHEAT,124,6,ALLOC-0002250
MI-0002354,MAN-000199,FPS-0300,RICE,182,1,ALLOC-0001799
MI-0002355,MAN-000199,FPS-0300,WHEAT,142,1,ALLOC-0001800
MI-0002356,MAN-000199,FPS-0025,RICE,214,2,ALLOC-0001249
MI-0002357,MAN-000199,FPS-0025,WHEAT,134,2,ALLOC-0001250
MI-0002358,MAN-000199,FPS-0400,RICE,215,3,ALLOC-0001999
MI-0002359,MAN-000199,FPS-0400,WHEAT,162,3,ALLOC-0002000
MI-0002360,MAN-000199,FPS-0600,RICE,133,4,ALLOC-0002399
MI-0002361,MAN-000199,FPS-0600,WHEAT,119,4,ALLOC-0002400
MI-0002362,MAN-000199,FPS-0125,RICE,156,5,ALLOC-0001449
MI-0002363,MAN-000199,FPS-0125,WHEAT,130,5,ALLOC-0001450
MI-0002364,MAN-000199,FPS-0500,RICE,125,6,ALLOC-0002199
MI-0002365,MAN-000199,FPS-0500,WHEAT,122,6,ALLOC-0002200
MI-0002366,MAN-000200,FPS-0175,RICE,191,1,ALLOC-0001549
MI-0002367,MAN-000200,FPS-0175,WHEAT,160,1,ALLOC-0001550
MI-0002368,MAN-000200,FPS-0575,RICE,260,2,ALLOC-0002349
MI-0002369,MAN-000200,FPS-0575,WHEAT,188,2,ALLOC-0002350
MI-0002370,MAN-000200,FPS-0325,RICE,150,3,ALLOC-0001849
MI-0002371,MAN-000200,FPS-0325,WHEAT,127,3,ALLOC-0001850
MI-0002372,MAN-000200,FPS-0550,RICE,141,4,ALLOC-0002299
MI-0002373,MAN-000200,FPS-0550,WHEAT,110,4,ALLOC-0002300
MI-0002374,MAN-000200,FPS-0450,RICE,127,5,ALLOC-0002099
MI-0002375,MAN-000200,FPS-0450,WHEAT,116,5,ALLOC-0002100
MI-0002376,MAN-000200,FPS-0225,RICE,151,6,ALLOC-0001649
MI-0002377,MAN-000200,FPS-0225,WHEAT,125,6,ALLOC-0001650
MI-0002378,MAN-000201,FPS-0101,RICE,245,1,ALLOC-0002601
MI-0002379,MAN-000201,FPS-0101,WHEAT,211,1,ALLOC-0002602
MI-0002380,MAN-000201,FPS-0026,RICE,194,2,ALLOC-0002451
MI-0002381,MAN-000201,FPS-0026,WHEAT,203,2,ALLOC-0002452
MI-0002382,MAN-000201,FPS-0501,RICE,175,3,ALLOC-0003401
MI-0002383,MAN-000201,FPS-0501,WHEAT,193,3,ALLOC-0003402
MI-0002384,MAN-000201,FPS-0426,RICE,255,4,ALLOC-0003251
MI-0002385,MAN-000201,FPS-0426,WHEAT,169,4,ALLOC-0003252
MI-0002386,MAN-000201,FPS-0176,RICE,190,5,ALLOC-0002751
MI-0002387,MAN-000201,FPS-0176,WHEAT,174,5,ALLOC-0002752
MI-0002388,MAN-000201,FPS-0551,RICE,191,6,ALLOC-0003501
MI-0002389,MAN-000201,FPS-0551,WHEAT,174,6,ALLOC-0003502
MI-0002390,MAN-000202,FPS-0001,RICE,290,1,ALLOC-0002401
MI-0002391,MAN-000202,FPS-0001,WHEAT,210,1,ALLOC-0002402
MI-0002392,MAN-000202,FPS-0151,RICE,231,2,ALLOC-0002701
MI-0002393,MAN-000202,FPS-0151,WHEAT,198,2,ALLOC-0002702
MI-0002394,MAN-000202,FPS-0476,RICE,190,3,ALLOC-0003351
MI-0002395,MAN-000202,FPS-0476,WHEAT,206,3,ALLOC-0003352
MI-0002396,MAN-000202,FPS-0226,RICE,192,4,ALLOC-0002851
MI-0002397,MAN-000202,FPS-0226,WHEAT,176,4,ALLOC-0002852
MI-0002398,MAN-000202,FPS-0301,RICE,195,5,ALLOC-0003001
MI-0002399,MAN-000202,FPS-0301,WHEAT,184,5,ALLOC-0003002
MI-0002400,MAN-000202,FPS-0576,RICE,204,6,ALLOC-0003551
MI-0002401,MAN-000202,FPS-0576,WHEAT,197,6,ALLOC-0003552
MI-0002402,MAN-000203,FPS-0401,RICE,237,1,ALLOC-0003201
MI-0002403,MAN-000203,FPS-0401,WHEAT,214,1,ALLOC-0003202
MI-0002404,MAN-000203,FPS-0051,RICE,214,2,ALLOC-0002501
MI-0002405,MAN-000203,FPS-0051,WHEAT,164,2,ALLOC-0002502
MI-0002406,MAN-000203,FPS-0276,RICE,188,3,ALLOC-0002951
MI-0002407,MAN-000203,FPS-0276,WHEAT,186,3,ALLOC-0002952
MI-0002408,MAN-000203,FPS-0326,RICE,182,4,ALLOC-0003051
MI-0002409,MAN-000203,FPS-0326,WHEAT,178,4,ALLOC-0003052
MI-0002410,MAN-000203,FPS-0451,RICE,290,5,ALLOC-0003301
MI-0002411,MAN-000203,FPS-0451,WHEAT,203,5,ALLOC-0003302
MI-0002412,MAN-000203,FPS-0526,RICE,197,6,ALLOC-0003451
MI-0002413,MAN-000203,FPS-0526,WHEAT,189,6,ALLOC-0003452
MI-0002414,MAN-000204,FPS-0126,RICE,196,1,ALLOC-0002651
MI-0002415,MAN-000204,FPS-0126,WHEAT,202,1,ALLOC-0002652
MI-0002416,MAN-000204,FPS-0376,RICE,222,2,ALLOC-0003151
MI-0002417,MAN-000204,FPS-0376,WHEAT,191,2,ALLOC-0003152
MI-0002418,MAN-000204,FPS-0201,RICE,204,3,ALLOC-0002801
MI-0002419,MAN-000204,FPS-0201,WHEAT,200,3,ALLOC-0002802
MI-0002420,MAN-000204,FPS-0251,RICE,187,4,ALLOC-0002901
MI-0002421,MAN-000204,FPS-0251,WHEAT,172,4,ALLOC-0002902
MI-0002422,MAN-000204,FPS-0351,RICE,180,5,ALLOC-0003101
MI-0002423,MAN-000204,FPS-0351,WHEAT,177,5,ALLOC-0003102
MI-0002424,MAN-000204,FPS-0076,RICE,300,6,ALLOC-0002551
MI-0002425,MAN-000204,FPS-0076,WHEAT,174,6,ALLOC-0002552
MI-0002426,MAN-000205,FPS-0527,RICE,208,1,ALLOC-0003453
MI-0002427,MAN-000205,FPS-0527,WHEAT,200,1,ALLOC-0003454
MI-0002428,MAN-000205,FPS-0327,RICE,212,2,ALLOC-0003053
MI-0002429,MAN-000205,FPS-0327,WHEAT,170,2,ALLOC-0003054
MI-0002430,MAN-000205,FPS-0202,RICE,214,3,ALLOC-0002803
MI-0002431,MAN-000205,FPS-0202,WHEAT,186,3,ALLOC-0002804
MI-0002432,MAN-000205,FPS-0477,RICE,224,4,ALLOC-0003353
MI-0002433,MAN-000205,FPS-0477,WHEAT,213,4,ALLOC-0003354
MI-0002434,MAN-000205,FPS-0377,RICE,191,5,ALLOC-0003153
MI-0002435,MAN-000205,FPS-0377,WHEAT,195,5,ALLOC-0003154
MI-0002436,MAN-000205,FPS-0002,RICE,187,6,ALLOC-0002403
MI-0002437,MAN-000205,FPS-0002,WHEAT,186,6,ALLOC-0002404
MI-0002438,MAN-000206,FPS-0127,RICE,191,1,ALLOC-0002653
MI-0002439,MAN-000206,FPS-0127,WHEAT,179,1,ALLOC-0002654
MI-0002440,MAN-000206,FPS-0152,RICE,211,2,ALLOC-0002703
MI-0002441,MAN-000206,FPS-0152,WHEAT,208,2,ALLOC-0002704
MI-0002442,MAN-000206,FPS-0252,RICE,193,3,ALLOC-0002903
MI-0002443,MAN-000206,FPS-0252,WHEAT,196,3,ALLOC-0002904
MI-0002444,MAN-000206,FPS-0502,RICE,236,4,ALLOC-0003403
MI-0002445,MAN-000206,FPS-0502,WHEAT,181,4,ALLOC-0003404
MI-0002446,MAN-000206,FPS-0077,RICE,189,5,ALLOC-0002553
MI-0002447,MAN-000206,FPS-0077,WHEAT,167,5,ALLOC-0002554
MI-0002448,MAN-000206,FPS-0052,RICE,267,6,ALLOC-0002503
MI-0002449,MAN-000206,FPS-0052,WHEAT,186,6,ALLOC-0002504
MI-0002450,MAN-000207,FPS-0577,RICE,202,1,ALLOC-0003553
MI-0002451,MAN-000207,FPS-0577,WHEAT,214,1,ALLOC-0003554
MI-0002452,MAN-000207,FPS-0352,RICE,228,2,ALLOC-0003103
MI-0002453,MAN-000207,FPS-0352,WHEAT,210,2,ALLOC-0003104
MI-0002454,MAN-000207,FPS-0427,RICE,183,3,ALLOC-0003253
MI-0002455,MAN-000207,FPS-0427,WHEAT,207,3,ALLOC-0003254
MI-0002456,MAN-000207,FPS-0227,RICE,171,4,ALLOC-0002853
MI-0002457,MAN-000207,FPS-0227,WHEAT,187,4,ALLOC-0002854
MI-0002458,MAN-000207,FPS-0302,RICE,194,5,ALLOC-0003003
MI-0002459,MAN-000207,FPS-0302,WHEAT,187,5,ALLOC-0003004
MI-0002460,MAN-000207,FPS-0402,RICE,208,6,ALLOC-0003203
MI-0002461,MAN-000207,FPS-0402,WHEAT,189,6,ALLOC-0003204
MI-0002462,MAN-000208,FPS-0027,RICE,203,1,ALLOC-0002453
MI-0002463,MAN-000208,FPS-0027,WHEAT,172,1,ALLOC-0002454
MI-0002464,MAN-000208,FPS-0552,RICE,194,2,ALLOC-0003503
MI-0002465,MAN-000208,FPS-0552,WHEAT,195,2,ALLOC-0003504
MI-0002466,MAN-000208,FPS-0177,RICE,189,3,ALLOC-0002753
MI-0002467,MAN-000208,FPS-0177,WHEAT,190,3,ALLOC-0002754
MI-0002468,MAN-000208,FPS-0277,RICE,197,4,ALLOC-0002953
MI-0002469,MAN-000208,FPS-0277,WHEAT,205,4,ALLOC-0002954
MI-0002470,MAN-000208,FPS-0452,RICE,209,5,ALLOC-0003303
MI-0002471,MAN-000208,FPS-0452,WHEAT,183,5,ALLOC-0003304
MI-0002472,MAN-000208,FPS-0102,RICE,200,6,ALLOC-0002603
MI-0002473,MAN-000208,FPS-0102,WHEAT,188,6,ALLOC-0002604
MI-0002474,MAN-000209,FPS-0178,RICE,192,1,ALLOC-0002755
MI-0002475,MAN-000209,FPS-0178,WHEAT,186,1,ALLOC-0002756
MI-0002476,MAN-000209,FPS-0478,RICE,201,2,ALLOC-0003355
MI-0002477,MAN-000209,FPS-0478,WHEAT,200,2,ALLOC-0003356
MI-0002478,MAN-000209,FPS-0003,RICE,283,3,ALLOC-0002405
MI-0002479,MAN-000209,FPS-0003,WHEAT,192,3,ALLOC-0002406
MI-0002480,MAN-000209,FPS-0253,RICE,248,4,ALLOC-0002905
MI-0002481,MAN-000209,FPS-0253,WHEAT,175,4,ALLOC-0002906
MI-0002482,MAN-000209,FPS-0103,RICE,269,5,ALLOC-0002605
MI-0002483,MAN-000209,FPS-0103,WHEAT,211,5,ALLOC-0002606
MI-0002484,MAN-000209,FPS-0353,RICE,212,6,ALLOC-0003105
MI-0002485,MAN-000209,FPS-0353,WHEAT,202,6,ALLOC-0003106
MI-0002486,MAN-000210,FPS-0328,RICE,220,1,ALLOC-0003055
MI-0002487,MAN-000210,FPS-0328,WHEAT,181,1,ALLOC-0003056
MI-0002488,MAN-000210,FPS-0303,RICE,197,2,ALLOC-0003005
MI-0002489,MAN-000210,FPS-0303,WHEAT,193,2,ALLOC-0003006
MI-0002490,MAN-000210,FPS-0028,RICE,182,3,ALLOC-0002455
MI-0002491,MAN-000210,FPS-0028,WHEAT,179,3,ALLOC-0002456
MI-0002492,MAN-000210,FPS-0378,RICE,266,4,ALLOC-0003155
MI-0002493,MAN-000210,FPS-0378,WHEAT,185,4,ALLOC-0003156
MI-0002494,MAN-000210,FPS-0278,RICE,196,5,ALLOC-0002955
MI-0002495,MAN-000210,FPS-0278,WHEAT,166,5,ALLOC-0002956
MI-0002496,MAN-000210,FPS-0503,RICE,211,6,ALLOC-0003405
MI-0002497,MAN-000210,FPS-0503,WHEAT,202,6,ALLOC-0003406
MI-0002498,MAN-000211,FPS-0428,RICE,190,1,ALLOC-0003255
MI-0002499,MAN-000211,FPS-0428,WHEAT,179,1,ALLOC-0003256
MI-0002500,MAN-000211,FPS-0128,RICE,191,2,ALLOC-0002655
MI-0002501,MAN-000211,FPS-0128,WHEAT,213,2,ALLOC-0002656
MI-0002502,MAN-000211,FPS-0578,RICE,194,3,ALLOC-0003555
MI-0002503,MAN-000211,FPS-0578,WHEAT,181,3,ALLOC-0003556
MI-0002504,MAN-000211,FPS-0403,RICE,207,4,ALLOC-0003205
MI-0002505,MAN-000211,FPS-0403,WHEAT,201,4,ALLOC-0003206
MI-0002506,MAN-000211,FPS-0553,RICE,255,5,ALLOC-0003505
MI-0002507,MAN-000211,FPS-0553,WHEAT,194,5,ALLOC-0003506
MI-0002508,MAN-000211,FPS-0203,RICE,204,6,ALLOC-0002805
MI-0002509,MAN-000211,FPS-0203,WHEAT,180,6,ALLOC-0002806
MI-0002510,MAN-000212,FPS-0453,RICE,200,1,ALLOC-0003305
MI-0002511,MAN-000212,FPS-0453,WHEAT,203,1,ALLOC-0003306
MI-0002512,MAN-000212,FPS-0078,RICE,213,2,ALLOC-0002555
